match_number,year,round,round_code,tournament_stage,best_of,frames_played,player_1,player_1_nat,player_1_seed,player_1_score,player_1_pct,player_1_result,player_2,player_2_nat,player_2_seed,player_2_score,player_2_pct,player_2_result,winner,winner_nat,winner_seed,winner_score,loser,loser_nat,loser_seed,loser_score,margin,match_up
280,1988,First Round,1R,1,19,18,John Virgo,ENG,u,8,44.44444444,L,Steve Davis,ENG,1,10,55.55555556,W,Steve Davis,ENG,1,10,John Virgo,ENG,u,8,2,John Virgo v Steve Davis
280,1988,First Round,1R,1,19,18,Steve Davis,ENG,1,10,55.55555556,W,John Virgo,ENG,u,8,44.44444444,L,Steve Davis,ENG,1,10,John Virgo,ENG,u,8,2,John Virgo v Steve Davis
281,1988,First Round,1R,1,19,12,Bob Chaperon,CAN,u,2,16.66666667,L,Mike Hallett,ENG,16,10,83.33333333,W,Mike Hallett,ENG,16,10,Bob Chaperon,CAN,u,2,8,Bob Chaperon v Mike Hallett
281,1988,First Round,1R,1,19,12,Mike Hallett,ENG,16,10,83.33333333,W,Bob Chaperon,CAN,u,2,16.66666667,L,Mike Hallett,ENG,16,10,Bob Chaperon,CAN,u,2,8,Bob Chaperon v Mike Hallett
282,1988,First Round,1R,1,19,12,Alex Higgins,NIR,9,2,16.66666667,L,Tony Drago,MLT,u,10,83.33333333,W,Tony Drago,MLT,u,10,Alex Higgins,NIR,9,2,8,Alex Higgins v Tony Drago
282,1988,First Round,1R,1,19,12,Tony Drago,MLT,u,10,83.33333333,W,Alex Higgins,NIR,9,2,16.66666667,L,Tony Drago,MLT,u,10,Alex Higgins,NIR,9,2,8,Alex Higgins v Tony Drago
283,1988,First Round,1R,1,19,18,Bill Werbeniuk,CAN,u,8,44.44444444,L,Dennis Taylor,NIR,8,10,55.55555556,W,Dennis Taylor,NIR,8,10,Bill Werbeniuk,CAN,u,8,2,Bill Werbeniuk v Dennis Taylor
283,1988,First Round,1R,1,19,18,Dennis Taylor,NIR,8,10,55.55555556,W,Bill Werbeniuk,CAN,u,8,44.44444444,L,Dennis Taylor,NIR,8,10,Bill Werbeniuk,CAN,u,8,2,Bill Werbeniuk v Dennis Taylor
284,1988,First Round,1R,1,19,17,Cliff Wilson,WAL,u,7,41.17647059,L,Joe Johnson,ENG,5,10,58.82352941,W,Joe Johnson,ENG,5,10,Cliff Wilson,WAL,u,7,3,Cliff Wilson v Joe Johnson
284,1988,First Round,1R,1,19,17,Joe Johnson,ENG,5,10,58.82352941,W,Cliff Wilson,WAL,u,7,41.17647059,L,Joe Johnson,ENG,5,10,Cliff Wilson,WAL,u,7,3,Cliff Wilson v Joe Johnson
285,1988,First Round,1R,1,19,16,Rex Williams,ENG,12,6,37.5,L,Steve James,ENG,u,10,62.5,W,Steve James,ENG,u,10,Rex Williams,ENG,12,6,4,Rex Williams v Steve James
285,1988,First Round,1R,1,19,16,Steve James,ENG,u,10,62.5,W,Rex Williams,ENG,12,6,37.5,L,Steve James,ENG,u,10,Rex Williams,ENG,12,6,4,Rex Williams v Steve James
286,1988,First Round,1R,1,19,14,John Parrott,ENG,13,10,71.42857143,W,Warren King,AUS,u,4,28.57142857,L,John Parrott,ENG,13,10,Warren King,AUS,u,4,6,John Parrott v Warren King
286,1988,First Round,1R,1,19,14,Warren King,AUS,u,4,28.57142857,L,John Parrott,ENG,13,10,71.42857143,W,John Parrott,ENG,13,10,Warren King,AUS,u,4,6,John Parrott v Warren King
287,1988,First Round,1R,1,19,16,Cliff Thorburn,CAN,4,10,62.5,W,Kirk Stevens,CAN,u,6,37.5,L,Cliff Thorburn,CAN,4,10,Kirk Stevens,CAN,u,6,4,Cliff Thorburn v Kirk Stevens
287,1988,First Round,1R,1,19,16,Kirk Stevens,CAN,u,6,37.5,L,Cliff Thorburn,CAN,4,10,62.5,W,Cliff Thorburn,CAN,4,10,Kirk Stevens,CAN,u,6,4,Cliff Thorburn v Kirk Stevens
288,1988,First Round,1R,1,19,17,Neal Foulds,ENG,3,10,58.82352941,W,Wayne Jones,WAL,u,7,41.17647059,L,Neal Foulds,ENG,3,10,Wayne Jones,WAL,u,7,3,Neal Foulds v Wayne Jones
288,1988,First Round,1R,1,19,17,Wayne Jones,WAL,u,7,41.17647059,L,Neal Foulds,ENG,3,10,58.82352941,W,Neal Foulds,ENG,3,10,Wayne Jones,WAL,u,7,3,Neal Foulds v Wayne Jones
289,1988,First Round,1R,1,19,16,Barry West,ENG,u,6,37.5,L,Doug Mountjoy,WAL,14,10,62.5,W,Doug Mountjoy,WAL,14,10,Barry West,ENG,u,6,4,Barry West v Doug Mountjoy
289,1988,First Round,1R,1,19,16,Doug Mountjoy,WAL,14,10,62.5,W,Barry West,ENG,u,6,37.5,L,Doug Mountjoy,WAL,14,10,Barry West,ENG,u,6,4,Barry West v Doug Mountjoy
290,1988,First Round,1R,1,19,16,Peter Francisco,RSA,u,6,37.5,L,Willie Thorne,ENG,11,10,62.5,W,Willie Thorne,ENG,11,10,Peter Francisco,RSA,u,6,4,Peter Francisco v Willie Thorne
290,1988,First Round,1R,1,19,16,Willie Thorne,ENG,11,10,62.5,W,Peter Francisco,RSA,u,6,37.5,L,Willie Thorne,ENG,11,10,Peter Francisco,RSA,u,6,4,Peter Francisco v Willie Thorne
291,1988,First Round,1R,1,19,11,Steve Longworth,ENG,u,1,9.090909091,L,Terry Griffiths,WAL,6,10,90.90909091,W,Terry Griffiths,WAL,6,10,Steve Longworth,ENG,u,1,9,Steve Longworth v Terry Griffiths
291,1988,First Round,1R,1,19,11,Terry Griffiths,WAL,6,10,90.90909091,W,Steve Longworth,ENG,u,1,9.090909091,L,Terry Griffiths,WAL,6,10,Steve Longworth,ENG,u,1,9,Steve Longworth v Terry Griffiths
292,1988,First Round,1R,1,19,18,Danny Fowler,ENG,u,8,44.44444444,L,Tony Knowles,ENG,7,10,55.55555556,W,Tony Knowles,ENG,7,10,Danny Fowler,ENG,u,8,2,Danny Fowler v Tony Knowles
292,1988,First Round,1R,1,19,18,Tony Knowles,ENG,7,10,55.55555556,W,Danny Fowler,ENG,u,8,44.44444444,L,Tony Knowles,ENG,7,10,Danny Fowler,ENG,u,8,2,Danny Fowler v Tony Knowles
293,1988,First Round,1R,1,19,17,Eddie Charlton,AUS,u,10,58.82352941,W,Silvino Francisco,RSA,10,7,41.17647059,L,Eddie Charlton,AUS,u,10,Silvino Francisco,RSA,10,7,3,Eddie Charlton v Silvino Francisco
293,1988,First Round,1R,1,19,17,Silvino Francisco,RSA,10,7,41.17647059,L,Eddie Charlton,AUS,u,10,58.82352941,W,Eddie Charlton,AUS,u,10,Silvino Francisco,RSA,10,7,3,Eddie Charlton v Silvino Francisco
294,1988,First Round,1R,1,19,16,Dean Reynolds,ENG,15,6,37.5,L,Stephen Hendry,SCO,u,10,62.5,W,Stephen Hendry,SCO,u,10,Dean Reynolds,ENG,15,6,4,Dean Reynolds v Stephen Hendry
294,1988,First Round,1R,1,19,16,Stephen Hendry,SCO,u,10,62.5,W,Dean Reynolds,ENG,15,6,37.5,L,Stephen Hendry,SCO,u,10,Dean Reynolds,ENG,15,6,4,Dean Reynolds v Stephen Hendry
295,1988,First Round,1R,1,19,13,Jimmy White,ENG,2,10,76.92307692,W,John Campbell,AUS,u,3,23.07692308,L,Jimmy White,ENG,2,10,John Campbell,AUS,u,3,7,Jimmy White v John Campbell
295,1988,First Round,1R,1,19,13,John Campbell,AUS,u,3,23.07692308,L,Jimmy White,ENG,2,10,76.92307692,W,Jimmy White,ENG,2,10,John Campbell,AUS,u,3,7,Jimmy White v John Campbell
296,1988,Last 16,L16,2,25,14,Mike Hallett,ENG,16,1,7.142857143,L,Steve Davis,ENG,1,13,92.85714286,W,Steve Davis,ENG,1,13,Mike Hallett,ENG,16,1,12,Mike Hallett v Steve Davis
296,1988,Last 16,L16,2,25,14,Steve Davis,ENG,1,13,92.85714286,W,Mike Hallett,ENG,16,1,7.142857143,L,Steve Davis,ENG,1,13,Mike Hallett,ENG,16,1,12,Mike Hallett v Steve Davis
297,1988,Last 16,L16,2,25,18,Dennis Taylor,NIR,8,5,27.77777778,L,Tony Drago,MLT,u,13,72.22222222,W,Tony Drago,MLT,u,13,Dennis Taylor,NIR,8,5,8,Dennis Taylor v Tony Drago
297,1988,Last 16,L16,2,25,18,Tony Drago,MLT,u,13,72.22222222,W,Dennis Taylor,NIR,8,5,27.77777778,L,Tony Drago,MLT,u,13,Dennis Taylor,NIR,8,5,8,Dennis Taylor v Tony Drago
298,1988,Last 16,L16,2,25,22,Joe Johnson,ENG,5,9,40.90909091,L,Steve James,ENG,u,13,59.09090909,W,Steve James,ENG,u,13,Joe Johnson,ENG,5,9,4,Joe Johnson v Steve James
298,1988,Last 16,L16,2,25,22,Steve James,ENG,u,13,59.09090909,W,Joe Johnson,ENG,5,9,40.90909091,L,Steve James,ENG,u,13,Joe Johnson,ENG,5,9,4,Joe Johnson v Steve James
299,1988,Last 16,L16,2,25,23,Cliff Thorburn,CAN,4,13,56.52173913,W,John Parrott,ENG,13,10,43.47826087,L,Cliff Thorburn,CAN,4,13,John Parrott,ENG,13,10,3,Cliff Thorburn v John Parrott
299,1988,Last 16,L16,2,25,23,John Parrott,ENG,13,10,43.47826087,L,Cliff Thorburn,CAN,4,13,56.52173913,W,Cliff Thorburn,CAN,4,13,John Parrott,ENG,13,10,3,Cliff Thorburn v John Parrott
300,1988,Last 16,L16,2,25,14,Doug Mountjoy,WAL,14,1,7.142857143,L,Neal Foulds,ENG,3,13,92.85714286,W,Neal Foulds,ENG,3,13,Doug Mountjoy,WAL,14,1,12,Doug Mountjoy v Neal Foulds
300,1988,Last 16,L16,2,25,14,Neal Foulds,ENG,3,13,92.85714286,W,Doug Mountjoy,WAL,14,1,7.142857143,L,Neal Foulds,ENG,3,13,Doug Mountjoy,WAL,14,1,12,Doug Mountjoy v Neal Foulds
301,1988,Last 16,L16,2,25,22,Terry Griffiths,WAL,6,13,59.09090909,W,Willie Thorne,ENG,11,9,40.90909091,L,Terry Griffiths,WAL,6,13,Willie Thorne,ENG,11,9,4,Terry Griffiths v Willie Thorne
301,1988,Last 16,L16,2,25,22,Willie Thorne,ENG,11,9,40.90909091,L,Terry Griffiths,WAL,6,13,59.09090909,W,Terry Griffiths,WAL,6,13,Willie Thorne,ENG,11,9,4,Terry Griffiths v Willie Thorne
302,1988,Last 16,L16,2,25,20,Eddie Charlton,AUS,u,7,35,L,Tony Knowles,ENG,7,13,65,W,Tony Knowles,ENG,7,13,Eddie Charlton,AUS,u,7,6,Eddie Charlton v Tony Knowles
302,1988,Last 16,L16,2,25,20,Tony Knowles,ENG,7,13,65,W,Eddie Charlton,AUS,u,7,35,L,Tony Knowles,ENG,7,13,Eddie Charlton,AUS,u,7,6,Eddie Charlton v Tony Knowles
303,1988,Last 16,L16,2,25,25,Jimmy White,ENG,2,13,52,W,Stephen Hendry,SCO,u,12,48,L,Jimmy White,ENG,2,13,Stephen Hendry,SCO,u,12,1,Jimmy White v Stephen Hendry
303,1988,Last 16,L16,2,25,25,Stephen Hendry,SCO,u,12,48,L,Jimmy White,ENG,2,13,52,W,Jimmy White,ENG,2,13,Stephen Hendry,SCO,u,12,1,Jimmy White v Stephen Hendry
304,1988,Quarter-Finals,QF,3,25,17,Steve Davis,ENG,1,13,76.47058824,W,Tony Drago,MLT,u,4,23.52941176,L,Steve Davis,ENG,1,13,Tony Drago,MLT,u,4,9,Steve Davis v Tony Drago
304,1988,Quarter-Finals,QF,3,25,17,Tony Drago,MLT,u,4,23.52941176,L,Steve Davis,ENG,1,13,76.47058824,W,Steve Davis,ENG,1,13,Tony Drago,MLT,u,4,9,Steve Davis v Tony Drago
305,1988,Quarter-Finals,QF,3,25,24,Cliff Thorburn,CAN,4,13,54.16666667,W,Steve James,ENG,u,11,45.83333333,L,Cliff Thorburn,CAN,4,13,Steve James,ENG,u,11,2,Cliff Thorburn v Steve James
305,1988,Quarter-Finals,QF,3,25,24,Steve James,ENG,u,11,45.83333333,L,Cliff Thorburn,CAN,4,13,54.16666667,W,Cliff Thorburn,CAN,4,13,Steve James,ENG,u,11,2,Cliff Thorburn v Steve James
306,1988,Quarter-Finals,QF,3,25,22,Neal Foulds,ENG,3,9,40.90909091,L,Terry Griffiths,WAL,6,13,59.09090909,W,Terry Griffiths,WAL,6,13,Neal Foulds,ENG,3,9,4,Neal Foulds v Terry Griffiths
306,1988,Quarter-Finals,QF,3,25,22,Terry Griffiths,WAL,6,13,59.09090909,W,Neal Foulds,ENG,3,9,40.90909091,L,Terry Griffiths,WAL,6,13,Neal Foulds,ENG,3,9,4,Neal Foulds v Terry Griffiths
307,1988,Quarter-Finals,QF,3,25,19,Jimmy White,ENG,2,13,68.42105263,W,Tony Knowles,ENG,7,6,31.57894737,L,Jimmy White,ENG,2,13,Tony Knowles,ENG,7,6,7,Jimmy White v Tony Knowles
307,1988,Quarter-Finals,QF,3,25,19,Tony Knowles,ENG,7,6,31.57894737,L,Jimmy White,ENG,2,13,68.42105263,W,Jimmy White,ENG,2,13,Tony Knowles,ENG,7,6,7,Jimmy White v Tony Knowles
308,1988,Semi-Finals,SF,4,31,24,Cliff Thorburn,CAN,4,8,33.33333333,L,Steve Davis,ENG,1,16,66.66666667,W,Steve Davis,ENG,1,16,Cliff Thorburn,CAN,4,8,8,Cliff Thorburn v Steve Davis
308,1988,Semi-Finals,SF,4,31,24,Steve Davis,ENG,1,16,66.66666667,W,Cliff Thorburn,CAN,4,8,33.33333333,L,Steve Davis,ENG,1,16,Cliff Thorburn,CAN,4,8,8,Cliff Thorburn v Steve Davis
309,1988,Semi-Finals,SF,4,31,27,Jimmy White,ENG,2,11,40.74074074,L,Terry Griffiths,WAL,6,16,59.25925926,W,Terry Griffiths,WAL,6,16,Jimmy White,ENG,2,11,5,Jimmy White v Terry Griffiths
309,1988,Semi-Finals,SF,4,31,27,Terry Griffiths,WAL,6,16,59.25925926,W,Jimmy White,ENG,2,11,40.74074074,L,Terry Griffiths,WAL,6,16,Jimmy White,ENG,2,11,5,Jimmy White v Terry Griffiths
310,1988,The Final,FIN,5,35,29,Steve Davis,ENG,1,18,62.06896552,W,Terry Griffiths,WAL,6,11,37.93103448,L,Steve Davis,ENG,1,18,Terry Griffiths,WAL,6,11,7,Steve Davis v Terry Griffiths
310,1988,The Final,FIN,5,35,29,Terry Griffiths,WAL,6,11,37.93103448,L,Steve Davis,ENG,1,18,62.06896552,W,Steve Davis,ENG,1,18,Terry Griffiths,WAL,6,11,7,Steve Davis v Terry Griffiths
311,1989,First Round,1R,1,19,15,Steve Davis,ENG,1,10,66.66666667,W,Steve Newbury,WAL,u,5,33.33333333,L,Steve Davis,ENG,1,10,Steve Newbury,WAL,u,5,5,Steve Davis v Steve Newbury
311,1989,First Round,1R,1,19,15,Steve Newbury,WAL,u,5,33.33333333,L,Steve Davis,ENG,1,10,66.66666667,W,Steve Davis,ENG,1,10,Steve Newbury,WAL,u,5,5,Steve Davis v Steve Newbury
312,1989,First Round,1R,1,19,11,Cliff Wilson,WAL,16,1,9.090909091,L,Steve Duggan,ENG,u,10,90.90909091,W,Steve Duggan,ENG,u,10,Cliff Wilson,WAL,16,1,9,Cliff Wilson v Steve Duggan
312,1989,First Round,1R,1,19,11,Steve Duggan,ENG,u,10,90.90909091,W,Cliff Wilson,WAL,16,1,9.090909091,L,Steve Duggan,ENG,u,10,Cliff Wilson,WAL,16,1,9,Cliff Wilson v Steve Duggan
313,1989,First Round,1R,1,19,17,Doug Mountjoy,WAL,u,7,41.17647059,L,Mike Hallett,ENG,9,10,58.82352941,W,Mike Hallett,ENG,9,10,Doug Mountjoy,WAL,u,7,3,Doug Mountjoy v Mike Hallett
313,1989,First Round,1R,1,19,17,Mike Hallett,ENG,9,10,58.82352941,W,Doug Mountjoy,WAL,u,7,41.17647059,L,Mike Hallett,ENG,9,10,Doug Mountjoy,WAL,u,7,3,Doug Mountjoy v Mike Hallett
314,1989,First Round,1R,1,19,16,David Roe,ENG,u,10,62.5,W,Tony Knowles,ENG,8,6,37.5,L,David Roe,ENG,u,10,Tony Knowles,ENG,8,6,4,David Roe v Tony Knowles
314,1989,First Round,1R,1,19,16,Tony Knowles,ENG,8,6,37.5,L,David Roe,ENG,u,10,62.5,W,David Roe,ENG,u,10,Tony Knowles,ENG,8,6,4,David Roe v Tony Knowles
315,1989,First Round,1R,1,19,16,Bob Chaperon,CAN,u,6,37.5,L,Terry Griffiths,WAL,5,10,62.5,W,Terry Griffiths,WAL,5,10,Bob Chaperon,CAN,u,6,4,Bob Chaperon v Terry Griffiths
315,1989,First Round,1R,1,19,16,Terry Griffiths,WAL,5,10,62.5,W,Bob Chaperon,CAN,u,6,37.5,L,Terry Griffiths,WAL,5,10,Bob Chaperon,CAN,u,6,4,Bob Chaperon v Terry Griffiths
316,1989,First Round,1R,1,19,16,Joe O'Boye,NIR,u,6,37.5,L,Silvino Francisco,RSA,12,10,62.5,W,Silvino Francisco,RSA,12,10,Joe O'Boye,NIR,u,6,4,Joe O'Boye v Silvino Francisco
316,1989,First Round,1R,1,19,16,Silvino Francisco,RSA,12,10,62.5,W,Joe O'Boye,NIR,u,6,37.5,L,Silvino Francisco,RSA,12,10,Joe O'Boye,NIR,u,6,4,Joe O'Boye v Silvino Francisco
317,1989,First Round,1R,1,19,15,Paddy Browne,IRL,u,5,33.33333333,L,Willie Thorne,ENG,13,10,66.66666667,W,Willie Thorne,ENG,13,10,Paddy Browne,IRL,u,5,5,Paddy Browne v Willie Thorne
317,1989,First Round,1R,1,19,15,Willie Thorne,ENG,13,10,66.66666667,W,Paddy Browne,IRL,u,5,33.33333333,L,Willie Thorne,ENG,13,10,Paddy Browne,IRL,u,5,5,Paddy Browne v Willie Thorne
318,1989,First Round,1R,1,19,19,Gary Wilkinson,ENG,u,9,47.36842105,L,Stephen Hendry,SCO,4,10,52.63157895,W,Stephen Hendry,SCO,4,10,Gary Wilkinson,ENG,u,9,1,Gary Wilkinson v Stephen Hendry
318,1989,First Round,1R,1,19,19,Stephen Hendry,SCO,4,10,52.63157895,W,Gary Wilkinson,ENG,u,9,47.36842105,L,Stephen Hendry,SCO,4,10,Gary Wilkinson,ENG,u,9,1,Gary Wilkinson v Stephen Hendry
319,1989,First Round,1R,1,19,19,Neal Foulds,ENG,3,9,47.36842105,L,Wayne Jones,WAL,u,10,52.63157895,W,Wayne Jones,WAL,u,10,Neal Foulds,ENG,3,9,1,Neal Foulds v Wayne Jones
319,1989,First Round,1R,1,19,19,Wayne Jones,WAL,u,10,52.63157895,W,Neal Foulds,ENG,3,9,47.36842105,L,Wayne Jones,WAL,u,10,Neal Foulds,ENG,3,9,1,Neal Foulds v Wayne Jones
320,1989,First Round,1R,1,19,17,Dean Reynolds,ENG,u,10,58.82352941,W,Peter Francisco,RSA,14,7,41.17647059,L,Dean Reynolds,ENG,u,10,Peter Francisco,RSA,14,7,3,Dean Reynolds v Peter Francisco
320,1989,First Round,1R,1,19,17,Peter Francisco,RSA,14,7,41.17647059,L,Dean Reynolds,ENG,u,10,58.82352941,W,Dean Reynolds,ENG,u,10,Peter Francisco,RSA,14,7,3,Dean Reynolds v Peter Francisco
321,1989,First Round,1R,1,19,15,Joe Johnson,ENG,11,5,33.33333333,L,Tony Meo,ENG,u,10,66.66666667,W,Tony Meo,ENG,u,10,Joe Johnson,ENG,11,5,5,Joe Johnson v Tony Meo
321,1989,First Round,1R,1,19,15,Tony Meo,ENG,u,10,66.66666667,W,Joe Johnson,ENG,11,5,33.33333333,L,Tony Meo,ENG,u,10,Joe Johnson,ENG,11,5,5,Joe Johnson v Tony Meo
322,1989,First Round,1R,1,19,19,Cliff Thorburn,CAN,6,9,47.36842105,L,Eddie Charlton,AUS,u,10,52.63157895,W,Eddie Charlton,AUS,u,10,Cliff Thorburn,CAN,6,9,1,Cliff Thorburn v Eddie Charlton
322,1989,First Round,1R,1,19,19,Eddie Charlton,AUS,u,10,52.63157895,W,Cliff Thorburn,CAN,6,9,47.36842105,L,Eddie Charlton,AUS,u,10,Cliff Thorburn,CAN,6,9,1,Cliff Thorburn v Eddie Charlton
323,1989,First Round,1R,1,19,19,John Parrott,ENG,7,10,52.63157895,W,Steve James,ENG,u,9,47.36842105,L,John Parrott,ENG,7,10,Steve James,ENG,u,9,1,John Parrott v Steve James
323,1989,First Round,1R,1,19,19,Steve James,ENG,u,9,47.36842105,L,John Parrott,ENG,7,10,52.63157895,W,John Parrott,ENG,7,10,Steve James,ENG,u,9,1,John Parrott v Steve James
324,1989,First Round,1R,1,19,13,Dennis Taylor,NIR,10,10,76.92307692,W,Eugene Hughes,IRL,u,3,23.07692308,L,Dennis Taylor,NIR,10,10,Eugene Hughes,IRL,u,3,7,Dennis Taylor v Eugene Hughes
324,1989,First Round,1R,1,19,13,Eugene Hughes,IRL,u,3,23.07692308,L,Dennis Taylor,NIR,10,10,76.92307692,W,Dennis Taylor,NIR,10,10,Eugene Hughes,IRL,u,3,7,Dennis Taylor v Eugene Hughes
325,1989,First Round,1R,1,19,14,Darren Morgan,WAL,u,4,28.57142857,L,John Virgo,ENG,15,10,71.42857143,W,John Virgo,ENG,15,10,Darren Morgan,WAL,u,4,6,Darren Morgan v John Virgo
325,1989,First Round,1R,1,19,14,John Virgo,ENG,15,10,71.42857143,W,Darren Morgan,WAL,u,4,28.57142857,L,John Virgo,ENG,15,10,Darren Morgan,WAL,u,4,6,Darren Morgan v John Virgo
326,1989,First Round,1R,1,19,17,Dene O'Kane,NZL,u,7,41.17647059,L,Jimmy White,ENG,2,10,58.82352941,W,Jimmy White,ENG,2,10,Dene O'Kane,NZL,u,7,3,Dene O'Kane v Jimmy White
326,1989,First Round,1R,1,19,17,Jimmy White,ENG,2,10,58.82352941,W,Dene O'Kane,NZL,u,7,41.17647059,L,Jimmy White,ENG,2,10,Dene O'Kane,NZL,u,7,3,Dene O'Kane v Jimmy White
327,1989,Last 16,L16,2,25,16,Steve Davis,ENG,1,13,81.25,W,Steve Duggan,ENG,u,3,18.75,L,Steve Davis,ENG,1,13,Steve Duggan,ENG,u,3,10,Steve Davis v Steve Duggan
327,1989,Last 16,L16,2,25,16,Steve Duggan,ENG,u,3,18.75,L,Steve Davis,ENG,1,13,81.25,W,Steve Davis,ENG,1,13,Steve Duggan,ENG,u,3,10,Steve Davis v Steve Duggan
328,1989,Last 16,L16,2,25,25,David Roe,ENG,u,12,48,L,Mike Hallett,ENG,9,13,52,W,Mike Hallett,ENG,9,13,David Roe,ENG,u,12,1,David Roe v Mike Hallett
328,1989,Last 16,L16,2,25,25,Mike Hallett,ENG,9,13,52,W,David Roe,ENG,u,12,48,L,Mike Hallett,ENG,9,13,David Roe,ENG,u,12,1,David Roe v Mike Hallett
329,1989,Last 16,L16,2,25,22,Silvino Francisco,RSA,12,9,40.90909091,L,Terry Griffiths,WAL,5,13,59.09090909,W,Terry Griffiths,WAL,5,13,Silvino Francisco,RSA,12,9,4,Silvino Francisco v Terry Griffiths
329,1989,Last 16,L16,2,25,22,Terry Griffiths,WAL,5,13,59.09090909,W,Silvino Francisco,RSA,12,9,40.90909091,L,Terry Griffiths,WAL,5,13,Silvino Francisco,RSA,12,9,4,Silvino Francisco v Terry Griffiths
330,1989,Last 16,L16,2,25,17,Stephen Hendry,SCO,4,13,76.47058824,W,Willie Thorne,ENG,13,4,23.52941176,L,Stephen Hendry,SCO,4,13,Willie Thorne,ENG,13,4,9,Stephen Hendry v Willie Thorne
330,1989,Last 16,L16,2,25,17,Willie Thorne,ENG,13,4,23.52941176,L,Stephen Hendry,SCO,4,13,76.47058824,W,Stephen Hendry,SCO,4,13,Willie Thorne,ENG,13,4,9,Stephen Hendry v Willie Thorne
331,1989,Last 16,L16,2,25,16,Dean Reynolds,ENG,u,13,81.25,W,Wayne Jones,WAL,u,3,18.75,L,Dean Reynolds,ENG,u,13,Wayne Jones,WAL,u,3,10,Dean Reynolds v Wayne Jones
331,1989,Last 16,L16,2,25,16,Wayne Jones,WAL,u,3,18.75,L,Dean Reynolds,ENG,u,13,81.25,W,Dean Reynolds,ENG,u,13,Wayne Jones,WAL,u,3,10,Dean Reynolds v Wayne Jones
332,1989,Last 16,L16,2,25,21,Eddie Charlton,AUS,u,8,38.0952381,L,Tony Meo,ENG,u,13,61.9047619,W,Tony Meo,ENG,u,13,Eddie Charlton,AUS,u,8,5,Eddie Charlton v Tony Meo
332,1989,Last 16,L16,2,25,21,Tony Meo,ENG,u,13,61.9047619,W,Eddie Charlton,AUS,u,8,38.0952381,L,Tony Meo,ENG,u,13,Eddie Charlton,AUS,u,8,5,Eddie Charlton v Tony Meo
333,1989,Last 16,L16,2,25,23,Dennis Taylor,NIR,10,10,43.47826087,L,John Parrott,ENG,7,13,56.52173913,W,John Parrott,ENG,7,13,Dennis Taylor,NIR,10,10,3,Dennis Taylor v John Parrott
333,1989,Last 16,L16,2,25,23,John Parrott,ENG,7,13,56.52173913,W,Dennis Taylor,NIR,10,10,43.47826087,L,John Parrott,ENG,7,13,Dennis Taylor,NIR,10,10,3,Dennis Taylor v John Parrott
334,1989,Last 16,L16,2,25,25,Jimmy White,ENG,2,13,52,W,John Virgo,ENG,15,12,48,L,Jimmy White,ENG,2,13,John Virgo,ENG,15,12,1,Jimmy White v John Virgo
334,1989,Last 16,L16,2,25,25,John Virgo,ENG,15,12,48,L,Jimmy White,ENG,2,13,52,W,Jimmy White,ENG,2,13,John Virgo,ENG,15,12,1,Jimmy White v John Virgo
335,1989,Quarter-Finals,QF,3,25,16,Mike Hallett,ENG,9,3,18.75,L,Steve Davis,ENG,1,13,81.25,W,Steve Davis,ENG,1,13,Mike Hallett,ENG,9,3,10,Mike Hallett v Steve Davis
335,1989,Quarter-Finals,QF,3,25,16,Steve Davis,ENG,1,13,81.25,W,Mike Hallett,ENG,9,3,18.75,L,Steve Davis,ENG,1,13,Mike Hallett,ENG,9,3,10,Mike Hallett v Steve Davis
336,1989,Quarter-Finals,QF,3,25,18,Stephen Hendry,SCO,4,13,72.22222222,W,Terry Griffiths,WAL,5,5,27.77777778,L,Stephen Hendry,SCO,4,13,Terry Griffiths,WAL,5,5,8,Stephen Hendry v Terry Griffiths
336,1989,Quarter-Finals,QF,3,25,18,Terry Griffiths,WAL,5,5,27.77777778,L,Stephen Hendry,SCO,4,13,72.22222222,W,Stephen Hendry,SCO,4,13,Terry Griffiths,WAL,5,5,8,Stephen Hendry v Terry Griffiths
337,1989,Quarter-Finals,QF,3,25,22,Dean Reynolds,ENG,u,9,40.90909091,L,Tony Meo,ENG,u,13,59.09090909,W,Tony Meo,ENG,u,13,Dean Reynolds,ENG,u,9,4,Dean Reynolds v Tony Meo
337,1989,Quarter-Finals,QF,3,25,22,Tony Meo,ENG,u,13,59.09090909,W,Dean Reynolds,ENG,u,9,40.90909091,L,Tony Meo,ENG,u,13,Dean Reynolds,ENG,u,9,4,Dean Reynolds v Tony Meo
338,1989,Quarter-Finals,QF,3,25,20,Jimmy White,ENG,2,7,35,L,John Parrott,ENG,7,13,65,W,John Parrott,ENG,7,13,Jimmy White,ENG,2,7,6,Jimmy White v John Parrott
338,1989,Quarter-Finals,QF,3,25,20,John Parrott,ENG,7,13,65,W,Jimmy White,ENG,2,7,35,L,John Parrott,ENG,7,13,Jimmy White,ENG,2,7,6,Jimmy White v John Parrott
339,1989,Semi-Finals,SF,4,31,25,Stephen Hendry,SCO,4,9,36,L,Steve Davis,ENG,1,16,64,W,Steve Davis,ENG,1,16,Stephen Hendry,SCO,4,9,7,Stephen Hendry v Steve Davis
339,1989,Semi-Finals,SF,4,31,25,Steve Davis,ENG,1,16,64,W,Stephen Hendry,SCO,4,9,36,L,Steve Davis,ENG,1,16,Stephen Hendry,SCO,4,9,7,Stephen Hendry v Steve Davis
